Location,Hospital_Name,State,District,Pincode,Latitude,Longitude
"Laxmi Niwas, 1St Floor, 4, Daulat Nagar,Opposite Gopalpuri Building, S.V.Road, Borivali (E), Mumbai",Robindra Nursing Home,Maharashtra,Mumbai,400066,19.2240612,72.8666469
"101-102 Sagar Apartment Kasturba Road No.2, Borivli (E) Mumbai",Roshni Eye Clinic,Maharashtra,Mumbai,400066,19.2277398,72.8594058
"204, B Wing, 2Nd Floor, Shivam, Above Bank Of India, Opposite S.T. Depot, M.G. Road, Borivali(E)",Shivam Eye Care Centre,Maharashtra,Mumbai,400066,19.2240612,72.8666469
"Plot No-161, Shree Krishna Nagar, Shantivan, Near Post Office, Kajupada Road,Near National Park, Borivali",Shree Krishna Hospital,Maharashtra,Mumbai,400066,19.2371877,72.8441358
"Daulat Nagar, Road No. 5 & 7, Behind Punjab Bank, Borivali(E)",Shri K V O Jain Manav Seva Kendra Navneet Hospital,Maharashtra,Mumbai,400066,19.2240612,72.8666469
"19 & 20/B, Amita Apartments, 5Th Kasturba Road, Borivli(E), Mumbai",Sumeet Nursing Home,Maharashtra,Mumbai,400066,19.0759837,72.8776559
4 Nirmala Sadan Kasturba Rd No1 Borivli(E),Utkarsh Nursing Home,Maharashtra,Mumbai,400066,19.2248364,72.8566481
"Akshar Kunj, Khajuria Tank Road, OppositeMilap Cinema,Kandivali( W), Mumbai,",Akshar Eye Clinic,Maharashtra,Mumbai,400067,19.1998211,72.842594
"D-Wing Kailash Nagar, Behind Thathai Bhatia Hall, Shankar Lane,Kandivali(W) Mumbai",Bhatia Maternity and Ivf Centre,Maharashtra,Mumbai,400067,19.1980732,72.8426229
Plot No 6 R S C 7 Behind Sai Prem Building Charkop Sector 8 Kandivali W Mumbai,Dr Reena Mokal Nursing Home and Polyclinic,Maharashtra,Mumbai,400067,19.2153192,72.8152087
"2-4/A, Kokil Kunj, Behind Patel Nagar, Kandivli (West), Mumbai,",Dr. Vora`S Premature Critical Care and General Hospital,Maharashtra,Mumbai,400067,19.2077867,72.8423686
"13/14, Parvati Chs, Plot No. 243, Opp Apna Bazar,Sector No 3, Charkop, Kandivali (East), Mumbai-",Gayatri Maternity and Gynaec Clinic,Maharashtra,Mumbai,400067,19.2100454,72.8183494
"Atlanta, 1277/C, M. G. Road, Kandivali (W)",Grace Maternity and Nursing Home - Kandivli (W),Maharashtra,Mumbai,400067,19.2064817,72.8384842
"13/14, Parvati Chs, Plot No. 243, Opp Apna Bazar,Sector No 3, Charkop, Kandivali (East), Mumbai",Gyatri Maternity and Gynaec Clinc,Maharashtra,Mumbai,400067,19.2100454,72.8183494
"2,Ratnadeep, Sector 3, OppositeApna Bazaar,Near Saibaba Mandir, Charkop Kandivli (W),Mumbai",Jaydeep Eye and Physiotherapy Clinic - Kandivli,Maharashtra,Mumbai,400067,19.0759837,72.8776559
59 Balasinor Society S V Road Kandivli,Jobanputra Nursing Home,Maharashtra,Mumbai,400067,19.206912,72.850038
"Kanchanganga Bldg, Gr, Floor, 95, S V Road, Kandivli Mumbai",Kanchanganga Polyclinic and Nursing H0Me,Maharashtra,Mumbai,400067,19.0759837,72.8776559
"Kedarnath,Plot-7,Sector-7 R.D.P5,Near Bus Depot,Charkop,Kandivli(E)",Kirti Nursing Home,Maharashtra,Mumbai,400067,30.7346267,79.0668943
"B, Wing, Ground Floor, Blossom Chs., Ltd. Off Link Road,Gaurav Heights Mahavir Nagar, Kandivli (W), Mumbai",Medicenter Nursing Home,Maharashtra,Mumbai,400067,19.0759837,72.8776559
"Neelyog Apts, Ground Floor, M. G. Road-4, Opposite Patel Nagar, Kandivali(W), Mumbai",Nidhi Nursing Home and Iccu,Maharashtra,Mumbai,400067,19.2063004,72.841578
"Kalyan Apt., M.G. Road, Behind Swaminarayan Temple, Kandivali(W), Mumbai",Paarth Hospital,Maharashtra,Mumbai,400067,19.1998211,72.842594
"2, Navnath Society, Patel Nagar, Kandivali West Mumbai",Panorama Eye Clinic Superspeciality Eye Care,Maharashtra,Mumbai,400067,19.206847,72.8443572
"Yashwant Hosp.Bldg., Datta Mandir Road, Off.M.G.Road, Dahanukar Wadi, Kandivli (West), Mumbai",Parvatibai Chavan Charitable Trust - Kandivli,Maharashtra,Mumbai,400067,19.0759837,72.8776559
"Nishita Apart., Dahanukar Wadi, M.G.Road, Kandivli (W), Mumbai",Raichura Prasuti Gruha,Maharashtra,Mumbai,400067,19.0759837,72.8776559
Kandivali Mumbai,Sai Vilayatrai Charitable Polyclinc,Maharashtra,Mumbai,400067,19.2019348,72.8446558
"Sushila Sadan, Near Charkop Bus Depot & Mtnl, Kandivali(W), Mumbai",Saraswati Hospital(Kandivali),Maharashtra,Mumbai,400067,19.1998211,72.842594
"Shreeji Arcade, 3Rd Floor, S.V. Road, Kandivilli (W)",Shah Surgical Hospital and Maternity Home P. Ltd.,Maharashtra,Mumbai,400067,19.2039462,72.8492897
"Shrenik Chs Ltd, P No 106, Sector-Ii, Charkop Kandivili - West Mumbai",Shivam Nursing Home,Maharashtra,Mumbai,400067,19.0759837,72.8776559
"1,2 & 3, Shiv Kripa C.H.S., S.V.P. Lane, Opposite Municipal Garden, Kandivali (W), Mumbai",Shree Krishna Hospital - Kandivali,Maharashtra,Mumbai,400067,19.1936411,72.8435167
"105-108. 1St Floor, Kesar Plaza, A-Wing, Sector 3, Charkop",Shree Nagesh Childrens Hospital,Maharashtra,Mumbai,400067,19.2177774,72.8301306
"B-1St Floor, Mitnayan C.H.S Ltd, Linking Rd,Ganesh Ngr,Kandivali(W), Mumbai,",Sumangal Hospital,Maharashtra,Mumbai,400067,19.1998211,72.842594
"Platinum Part, Muskurahat Co-Op Soc., Near Babrekar Nagar, Kandivli (W), Mumbai",Swapneel Nursing Home,Maharashtra,Mumbai,400067,19.0759837,72.8776559
"Opp Vaishali Bus Stop, M.G.Road, Kandivli(W), Mumbai",Vinayak Nursing Home`,Maharashtra,Mumbai,400067,19.2050369,72.8389113
"Ramkunwar Thakur Road, Dahisar(East)",Abhinav Sushrut Hospital,Maharashtra,Mumbai,400068,19.2540545,72.8620298
"Panchdnam,01 D Wing Anand Nagar Road Corner Opp Jarimari Garden Dahisar (E), Mumbai",Akshit Maternity Home,Maharashtra,Mumbai,400068,19.2542542,72.8646698
"Asaregram Complex, Near Dahisar Railway Station,New Link Road, Subway, Dahisar (E)",Anand Maternity And Nursing Home - Mumbai,Maharashtra,Mumbai,400068,19.4945979,72.8604097
"001-002,Harsh Apartments, A/5, Anand Narar Off C.S.Road, Dahisar (E), Mumbai",Ashirwad Maternity and Nursing Home - Dahisar,Maharashtra,Mumbai,400068,19.2539332,72.8672448
"S.N.Dubey Road, Rawal Pada, Dahisar (E), Mumbai -",Balaji Polyclinic and Criticare Centre,Maharashtra,Mumbai,400068,19.2406676,72.8685001
A Wing Ground Floor Om Arun Apartment S V Road Dahisar East Mumbai,Dr Ajay Shah Pathology,Maharashtra,Mumbai,400068,19.2539332,72.8672448
Shamanad Radhabai Mhatre Road Dahisar West Mumbai,Dr Mandar Pandit Clinic,Maharashtra,Mumbai,400068,19.2530795,72.8575571
"Anuj Apt., 1St Flogr, Parabhat Nagar, S.V.Road, Dahisar(E), Mumbai",Dr Worlikar's Shree Surgical and General Nursing Home,Maharashtra,Mumbai,400068,19.2539332,72.8672448
"Bmc`S Holistic Mother & Child Care Hospital, Harishankar Joshi Marg, Dahisar(East)",Dr. M. L Dhawale Memorial Trust,Maharashtra,Mumbai,400068,19.2512619,72.8601956
"R.No.3, Mangesh Apartment, Rajaram Tawde Road, Dahisar(W) Mumbai",Dr.Nikams Eye Care And Laser Centre,Maharashtra,Mumbai,400068,19.2511357,72.8575344
"Shivdham Apt, Flat No 01, 02, N Wing, Grd Floor, S P Road, Vaishali Nagar Dahisar East",Jai Ambe Poly Clinic Nursing Home and Maternity Hosp,Maharashtra,Mumbai,400068,19.2539332,72.8672448
"D-78/79 And 95/96, Raghukul Sv Road, Dahisar (E) Mumbai",Kk Maternity And General Hospital,Maharashtra,Mumbai,400068,19.2467802,72.8610276
"A-101/102, Sunlight Height, S.V.Road Dahisar ( E )","Life Line Hospital - Dahisar,Mumbai",Maharashtra,Mumbai,400068,19.2539332,72.8672448
"Ganga Shalimar,Navyug Nagar,S.Y.Road,Dahisar(E).",Namitha Polyclinic and Hospital,Maharashtra,Mumbai,400068,19.2539332,72.8672448
"B1 Amiraj Gr Floor, Opp Namita Hospital S V Road, Dahisar(E)",Navdurga Fracture And Accident Centre,Maharashtra,Mumbai,400068,19.2539332,72.8672448
"Arihant Above Bhandari Co-Op Bank,Next To Goregaon",Navjeevan Urology and Stone Care Centre,Maharashtra,Mumbai,400068,19.1551485,72.8678551
Manav Kalyan Kendra Chowk S V Road Dahisar East Mumbai,Navneet Hi-Tech,Maharashtra,Mumbai,400068,19.2539332,72.8672448
"Bldg.No.4, Block No.5-6,Shanti Nagar, S.V.Road, Dahisar (E),Mumbai",Rohit Nursing Home - Dahisar,Maharashtra,Mumbai,400068,19.2515368,72.8637467
"17-Baharbldg, No-3Shantinagar, Nearcanarabank, Svroad, Dahisar(E)",Sanghavi Eye and Diabetes Care Center,Maharashtra,Mumbai,400068,19.2539332,72.8672448
Dahisar Mumbai,Shri K.V.O.Jain Manav Seva Kendra Navneet High -Te,Maharashtra,Mumbai,400068,19.255128,72.8568499
"Sukhsagar Hospital, Mantri Tower Bunglow, L.T Road, Dahisar (West)",Sukhsagar Hospital,Maharashtra,Mumbai,400068,19.2564386,72.8546344
"K Wing, 1St Floor, Shankheshwar Nagar, Shiv Vallabh Rd, Dahisar (E), Mumbai",Total Woman Medical Centre - Dahisar,Maharashtra,Mumbai,400068,19.243804,72.865917
"B1 Amiraj Gr Floor, Opp Namita Hospital, Sv Road, Dahisar (E)",Vdurga Fracture And Accident Centre,Maharashtra,Mumbai,400068,19.2539332,72.8672448
"001/002, Kaveri Building, Shiv Vallabh Cross Road River Park, Dahisar(E) Mumbai",Vijay Polyclinic and Care Centre,Maharashtra,Mumbai,400068,19.2539332,72.8672448
"Rajsatyam Building, Shiv Vallabh Road, Ashokvan,Dahisar (E)",Vishwanath Hospital,Maharashtra,Mumbai,400068,19.2434168,72.8671305
"B-Wing, Aradhana Co-Op Hsg Socitey, Near Andheri Gymkhana, Sir M V Rd, Andheri East-Mumbai",Carewell Nursing Home,Maharashtra,Mumbai,400069,19.1123849,72.8669884
"No.001, Aztec Appt.,Near Jalaram Store,Behind N.K.Foot Wear,Marol Maroshi Road,Andheri (East)",Dr. M.C.Desai Eye Clinic and Microsurgury Eye Centre,Maharashtra,Mumbai,400069,19.1188585,72.8802146
"No. 16, Nityanand Nagar-Ii, Opp Bank Of Maharashtra, Near Flyover Bridge, Stationsahar Road) Andheri E),",E N T Clinic and Deafness Center,Maharashtra,Mumbai,400069,19.1154908,72.8726952
"B/1-2-3 Aditya Apts, Old Nagardas Road, Andheri (East) Mumbai",Jain Nursing Home,Maharashtra,Mumbai,400069,19.1211714,72.853548
"Flat No.3, Nityanand Nagar 2 Nityapriya Co-Op Housing Society , Station Sahar Road , Andheri ( East )",Kripa Eye Clinic,Maharashtra,Mumbai,400069,19.1088116,72.8560975
"Nityanad Nagar 3, 1St Floor, Andheri (E), Mumbai,",Laxmi Mirat Eye Clinic And Day Care Centre,Maharashtra,Mumbai,400069,19.109114,72.8575199
"Holi Cross Road Behind Maharashtra Bank,Borivali,",M.M.Hospital,Maharashtra,Mumbai,400069,19.2371877,72.8441358
"1, Symphony Appts., Azad Road, Gundavli, Andheri (East), Mumbai,",Mangala Nursing Home,Maharashtra,Mumbai,400069,19.1154908,72.8726952
"B, Vaishali Apartments, Sir M.V. Road, 1St Floor, Andheri (E)",Patel Nursing Home  Andheri (E),Maharashtra,Mumbai,400069,19.1154908,72.8726952
"Jeevan Vikas Kendra Marg, Off S. Nityanand Marg Andheri (East)",Sadanand Danait Hospital,Maharashtra,Mumbai,400069,19.1097442,72.8484128
Vertex Vikas Shpping Centre Andheri East Mumbai,Saheli Clinic,Maharashtra,Mumbai,400069,19.1154908,72.8726952
"11, Nityanand Nagar, Sahar Road, Andheri (East), Mumbai,",Sanjeevani Hospital,Maharashtra,Mumbai,400069,19.1009869,72.8651933
182 Shere Punjab Colony Mahakali Caves Road Andheri (East),Shakuntala Memorial Surgical Childerns and General Hospital,Maharashtra,Mumbai,400069,19.1269161,72.8670933
"1 Shree Shweta Lane No-1, Koldongri Santaji Dhanaji Marg, Andheri-E Mumbai",Tripura Nursing Home,Maharashtra,Mumbai,400069,19.1154908,72.8726952
"Sagar Palace B Wing, Sonapur Lane, F.P.P. Marg, Off L B S Marg, Kurla (W) Mumbai",City Hospital And Reserch Centre,Maharashtra,Mumbai,400070,19.0754649,72.8770505
S.G.Barve Road Kurla Mumbai--70,Dr .Desais Nursing Home,Maharashtra,Mumbai,400070,19.0625228,72.8829242
"No. 630, Nasir Apartment, Bazar Peth, Uran, Navi Mumbai",Dr A Tungekars Hospital (Uran),Maharashtra,Mumbai,400070,18.8797841,72.9398358
Kurla West,Dr Shehnaz Shaikh Clinic,Maharashtra,Mumbai,400070,19.0707532,72.8781322
104 Kulsum Apt Opp Ward Office Next To Kurla Nagrik Bank Station Kurla W Mumbai,Hamidani Laser Vision Centre,Maharashtra,Mumbai,400070,19.0707532,72.8781322
"Kirol Road, Opp: Lbs Road, Kurla - West Mumbai",Kohinoor Hospital,Maharashtra,Mumbai,400070,19.0822947,72.8950556
Navi Mumai,Shrushti Clinic and Microsurgery Centre,Maharashtra,Mumbai,400070,19.0759837,72.8776559
Kurla (W),Sunder Childrens Nursing Home,Maharashtra,Mumbai,400070,19.0707532,72.8781322
"Nj 1&2 Khardeo Nagar, Ghatla N.G Adhaya Marg, Chembur",Aditya Health Care,Maharashtra,Mumbai,400071,19.0327996,72.8963568
"101, 102, 103, Ashirwad Hospital, Anurag Bussiness Center, Waman- Tukaram Patil Marg, Chembur",Ashirwad Hospital and Polyclinic,Maharashtra,Mumbai,400071,19.0506517,72.9103754
"No. 22, Amar Mansion, Sion Trombay Road, Chembur",Bhatti Eye Clinic,Maharashtra,Mumbai,400071,19.0453626,72.9115246
Santacruz,Day Care Eye Clinic(Dr.S.V.Sharma Eye Clini),Maharashtra,Mumbai,400071,19.0825013,72.8387327
"Sushrut Hospital. 365, Swastik Park Chembur",Daycare Angels,Maharashtra,Mumbai,400071,19.0552812,72.8892082
"Bala Bhavan,Opp- Diamond Garden,Chembur",Diamond Polyclinic and Nursing Home,Maharashtra,Mumbai,400071,19.0327996,72.8963568
"A-1,2,3-Amul Commercial Premises,1St Road,OppositeBmc (M-Ward) Office, Chembur, Mumbai",Disha Polyclinic and Nursing Home,Maharashtra,Mumbai,400071,19.0327996,72.8963568
"201, 2Nd Floor, Center Point, Opp State Bank Of India,",Dr (Mrs) Shubha S Rao,Maharashtra,Mumbai,400071,28.6960904,77.0764585
"Urmila Complex, 1St Flr., D K Sandu Marg, Chembur,",Dr Kedares Maternity and General Nursing Home,Maharashtra,Mumbai,400071,19.0604892,72.898177
"Khardeo Nagar, Near Acharya College, N.G.Acharya Marg, Chembur",Dr Mekhales Dhanvantari Hospital,Maharashtra,Mumbai,400071,19.0585864,72.9078832
"Nav Bhartiya Bhavan, 10Th Road, Chembur",Dr Smita Mukherjees Eye Clinic,Maharashtra,Mumbai,400071,19.0327996,72.8963568
"Anand Niwas, Plot No 3, Sion Trombay Road, Chembur Mumbai",Dr Suresh C Anand Clinic,Maharashtra,Mumbai,400071,19.05161,72.8911931
"901-902,Tulsani Chambers,9Th Floor,212 Free Press Journal Marg",Dr. Amins Clinic,Maharashtra,Mumbai,400071,18.9243376,72.8239698
"2Nd & 3Rd Floor, Gagangiri, 18 Th Road, Chembur",Dr. Das Hospital - Chembur (Mumbai),Maharashtra,Mumbai,400071,19.0327996,72.8963568
Chembur,Dr. Sanjay Sonars Laproscopy and Scopy Centre,Maharashtra,Mumbai,400071,19.0327996,72.8963568
"201,2Nd Floor,Central Point,Opp Sbi,18 Th Road,Chembur",Dr. Shubha Rao,Maharashtra,Mumbai,400071,19.0327996,72.8963568
"Opposite Basant Theatr, Dr. C. G. Road Chembur, Mumbai",Excel Urology Centre,Maharashtra,Mumbai,400071,19.0327996,72.8963568
"Saikripa Building,Road No.1, Opposite Chembur Municipal Office,M' Ward,Chembur",Hegde Hospital Surgical and Maternity Nursing Home,Maharashtra,Mumbai,400071,19.0327996,72.8963568
"1& 2 Savla Sadan First Floor, R.C. Marg,OppositeRation Office, Chembur",Icon Hospital and Research Centre,Maharashtra,Mumbai,400071,19.0327996,72.8963568
"Opp Bmc M Ward Office, 1St Road, Chembur",Kamran Nursing Home,Maharashtra,Mumbai,400071,18.9722585,72.8311737
"N G Acharya Marg, Khardeo Nagar Ghatla Chembur Mumbai",Kolekar Nursing Home,Maharashtra,Mumbai,400071,19.0593495,72.9068556
"Plot No.185, 15Th Road, Opp Nirmal And Ayush Beauty Clinic, Chembur,",Laproscopy and Scopy Center,Maharashtra,Mumbai,400071,19.0327996,72.8963568
"Sampoorna, Plot 213,11Th Road, Chembur, Mumbai",Laxmi Maternity Home,Maharashtra,Mumbai,400071,19.0327996,72.8963568
"Parvati Palace Shivpuri Compound, St Road,Near Chembur Akabarally Chembur",Lc Manek's Polyclinic And Nursing Home,Maharashtra,Mumbai,400071,19.0327996,72.8963568
"Shahani Trust Bldg,R.C Marg,Chembur,Mumbai",Lion Vithal Kalgutkar Medical Centre,Maharashtra,Mumbai,400071,19.0327996,72.8963568
48 Swastic Park Chembur,Mandakini Nuclear Imaging Centre,Maharashtra,Mumbai,400071,19.0552812,72.8892082
"48 Swastik Park, Umarshi Bappa Chowk, Sion Trombay Road, Chembur",Mangal Anand Hospital,Maharashtra,Mumbai,400071,19.0533749,72.897061
"Shop No.7, Waman Appartments, Behind Maitri Park St.Bus Stand, Ghatla Road, Chembur",Narurkar Ent Hospital,Maharashtra,Mumbai,400071,19.0539989,72.9053186
"Chembur, Mumbai",Navnit Clinic (Dr. Parihar Eye and Ent,Maharashtra,Mumbai,400071,19.0327996,72.8963568
"Surana Sethia Hospital And Research Centre, Suman Nagar, Sion- Trombay Road, Chembur, Mumbai",Neurogen Brain And Spine Institute,Maharashtra,Mumbai,400071,19.0536352,72.8851743
"B-28/1, Maitri Park, Sion Trombay Road, Next To Maitri Park Bus Stop,Chembur",Niramaya General Hospital,Maharashtra,Mumbai,400071,19.0327996,72.8963568
"Near Diamond Garden, Sion-Trombay Road, Near Fairlawn So., Chembur",Oma Hospital,Maharashtra,Mumbai,400071,41.127833,-81.609844
"204,Garodia Market, Plot No 8-A, D K Sandu Road, Next To Hotel Malhaar, Chembur Mumbai",Patankar Hand and Limb Reconstruction Clinic,Maharashtra,Mumbai,400071,19.0327996,72.8963568
"Rushabh 18Th Road Near Ambedkar Garden, Chembur Mumbai",Rushabh Nursing Home and Eye Hospital,Maharashtra,Mumbai,400071,19.059862,72.9005605
"Road No 1, Opp M Ward Muncipal Office,Chembur, Mumbai",Sai Kripa Childrens Hospital,Maharashtra,Mumbai,400071,18.9626907,72.8129124
"1, Casa Grande, Rov House Road No-10, Opp Jain Temple Chembur Mumbai",Shree Chembur Jain Medical Relief Centre,Maharashtra,Mumbai,400071,19.0327996,72.8963568
"No. 19-B, Near Bhakti Bhavan,Siddhi Society,Chembur,",Sitla Hospital,Maharashtra,Mumbai,400071,19.0521897,72.8915977
"Wama Apt, Behind Maitri Park, St Bust Stop, Ghatala Rd. Near R K Studio, Chembur",Sumitra Eye Clinic,Maharashtra,Mumbai,400071,19.0327996,72.8963568
"Plotno.-22, Swasti Park, Chembur, Mumbai",Swastik Hospital and Research Centre,Maharashtra,Mumbai,400071,19.0552812,72.8892082
"Gagangiri Complex, 1St And 4Th Floor, 18Th Road, Near Dr. Ambedkar Garden Chembur",Tandon Hospital,Maharashtra,Mumbai,400071,19.058879,72.900615
"Garodia Market, Plot No 8/A, 1St Floor D K Sandu Marg, Chembur Mumbai",Varsha Gandre Parekh Maternity and Surgical Hospital,Maharashtra,Mumbai,400071,19.0573721,72.8981332
"1St Floor, Hotel Pearl Bldg, Above Malhar Hotel, Chembur, Mumbai",Yash Eye Care And Polyclinic,Maharashtra,Mumbai,400071,19.0327996,72.8963568
"101, Trade Corner Building Saki-Vihar Road, Saki Naka",Abhay Nursing Home,Maharashtra,Mumbai,400072,19.1044022,72.8872491
"305/306 Ruby Monarch, 3Rd Floor, Opp Post Office, Saki Vihar Rd, Saki Naka, Andheri East",Ashirwad Children And Surgical Hospital,Maharashtra,Mumbai,400072,19.10648,72.88773
"4, Durgashram, Sakinaka-Ghatkopar Link Road, Asalfa, Tilak Nagar, Sakanaka Mumbai",Dr Priyanka Nursing Pvt Ltd,Maharashtra,Mumbai,400072,19.0759837,72.8776559
"J.P House, Sakinaka,Andheri Kurla Road,Andheri East.",J.P Hospital,Maharashtra,Mumbai,400072,19.1245594,72.852967
"Lake Bloom - 16, 17, 18, Opposite Solaris Estate, L.T. Gate No.6, Tunga Gaon, Sakivihar Road, Powai",S B Nursing Home and Icu,Maharashtra,Mumbai,400072,19.1196773,72.9050809
"Saki Vihar Road, OppositeL.T.Gate No- 6, Powai, Mumbai",Turfiya Hospital and Icu,Maharashtra,Mumbai,400072,19.1281781,72.8876327
"2/B, Om Shiv Dham, Opposite Laxmi Colony, R.C.Marg, Chembur,",Dr. Shalini Jaisinghani Dental Surgeon - Chembur,Maharashtra,Mumbai,400074,19.0327996,72.8963568
"Mahatenay Park, Aziz Baug,Opp Site Estate, Mahul Road Chembur",Dr.Bhute Nursing Home,Maharashtra,Mumbai,400074,19.0208354,72.904425
"Inlaks Hospital Road, Chembur Colony, Chembur,",Inlaks General Hospital,Maharashtra,Mumbai,400074,19.0464362,72.8946608
"16, Maitri Vijay, Opposite Basant Cinema, Chembur,",Nayak Medicare - Chembur,Maharashtra,Mumbai,400074,19.0327996,72.8963568
"Sita Estate, Near Ashish Cinema, Aziz Baug, Mahul Road, Chembur,",Sai Baba Hospital,Maharashtra,Mumbai,400074,19.0208354,72.904425
"16/1 Prem Nivas, Laxmi Colony, Mahul Road, Near Ashish Theatre, Chembur",Shiv Polyclinic and Nursing Home,Maharashtra,Mumbai,400074,19.0327996,72.8963568
"Hillside Avenue, Hiranandani Gardens, Powai,",Dr. L.H. Hiranandani Hospital,Maharashtra,Mumbai,400076,19.1374852,72.917394
"158-C,Sarasha Co-Op.Hsg.Soc., Padmavati Society Marg.Opposite,I.I.T.Market, Powai",Padmalaya Maternity and Surgical Home,Maharashtra,Mumbai,400076,19.1196773,72.9050809
"19/A, Opposite Iit Main Gate, Powai, Mumbai",Powai Polyclinic and Hospital,Maharashtra,Mumbai,400076,19.1254172,72.9170023
"Gala No-11, Tunga Gaon, Prem Nagar,Saki Vihar Road",Saveshwari Hospital and Icu Multispeciality Family Healthcare,Maharashtra,Mumbai,400076,61.505723,9.7841956
"1St Floor, Paradise,Jain Mandir Road, I.I.T Market, Powai, Mumbai",Sri Sai Eye Care Centre,Maharashtra,Mumbai,400076,19.1196773,72.9050809
"2,3,Gautam Bldg., Tilak Road, Ghatkopar (E)",Aakar Ivf-Icsi Centre,Maharashtra,Mumbai,400077,19.0792247,72.9057813
"Jayant Arcade, Ist Floor, 140-142, M.G. Road, Ghatkopar(E)",Advanced Orthopaedic and Super Speciality Center,Maharashtra,Mumbai,400077,19.0796375,72.9070116
"27-D, Navnit Nagar, Gandhi Mkt. Bldg, M.G.Road, Ghatkopar (E),",Ami Drashti Eye Care Centre,Maharashtra,Mumbai,400077,19.0796375,72.9070116
"145, 60 Ft. Road, Opposite Uti Bank, Ghatkopar (E), Mumbai",Asha Polyclinic and Sheetal Nursing Home,Maharashtra,Mumbai,400077,19.0796375,72.9070116
